0,0,0,0,0
0.001,0.12566,0.25129,0.11286,0.4693
0.002,0.2513,0.50232,0.22427,0.92705
0.003,0.3769,0.75287,0.33282,1.362
0.004,0.50244,1.0027,0.43712,1.7634
0.005,0.62791,1.2515,0.53583,2.1213
0.006,0.75327,1.4991,0.62769,2.4271
0.007,0.87851,1.7451,0.71154,2.673
0.008,1.0036,1.9895,0.78629,2.8532
0.009,1.1286,2.2319,0.85099,2.9631
0.01,1.2533,2.4721,0.90483,3
0.011,1.3779,2.7099,0.9471,2.9631
0.012,1.5023,2.945,0.97727,2.8532
0.013,1.6264,3.1772,0.99495,2.673
0.014,1.7502,3.4062,0.99992,2.4271
0.015,1.8738,3.6319,0.99211,2.1213
0.016,1.9971,3.854,0.97163,1.7634
0.017,2.1201,4.0723,0.93873,1.362
0.018,2.2427,4.2866,0.89384,0.92705
0.019,2.365,4.4967,0.83753,0.4693
0.02,2.4869,4.7023,0.77051,3.6739e-16
0.021,2.6084,4.9033,0.69365,-0.4693
0.022,2.7295,5.0994,0.60793,-0.92705
0.023,2.8502,5.2905,0.51444,-1.362
0.024,2.9704,5.4764,0.41438,-1.7634
0.025,3.0902,5.6569,0.30902,-2.1213
0.026,3.2094,5.8317,0.19971,-2.4271
0.027,3.3282,6.0009,0.087851,-2.673
0.028,3.4464,6.1641,-0.02513,-2.8532
0.029,3.5641,6.3212,-0.13779,-2.9631
0.03,3.6812,6.4721,-0.24869,-3
0.031,3.7978,6.6166,-0.35641,-2.9631
0.032,3.9137,6.7546,-0.45958,-2.8532
0.033,4.0291,6.8859,-0.55688,-2.673
0.034,4.1438,7.0105,-0.64706,-2.4271
0.035,4.2578,7.1281,-0.72897,-2.1213
0.036,4.3712,7.2386,-0.80157,-1.7634
0.037,4.4838,7.342,-0.86392,-1.362
0.038,4.5958,7.4382,-0.91524,-0.92705
0.039,4.707,7.527,-0.95486,-0.4693
0.04,4.8175,7.6085,-0.98229,-7.3479e-16
0.041,4.9273,7.6823,-0.99716,0.4693
0.042,5.0362,7.7487,-0.99929,0.92705
0.043,5.1444,7.8073,-0.98865,1.362
0.044,5.2517,7.8583,-0.96538,1.7634
0.045,5.3583,7.9015,-0.92978,2.1213
0.046,5.4639,7.9369,-0.88229,2.4271
0.047,5.5688,7.9645,-0.82353,2.673
0.048,5.6727,7.9842,-0.75425,2.8532
0.049,5.7757,7.9961,-0.67533,2.9631
0.05,5.8779,8,-0.58779,3
0.051,5.979,7.9961,-0.49273,2.9631
0.052,6.0793,7.9842,-0.39137,2.8532
0.053,6.1786,7.9645,-0.28502,2.673
0.054,6.2769,7.9369,-0.17502,2.4271
0.055,6.3742,7.9015,-0.062791,2.1213
0.056,6.4706,7.8583,0.050244,1.7634
0.057,6.5659,7.8073,0.16264,1.362
0.058,6.6601,7.7487,0.27295,0.92705
0.059,6.7533,7.6823,0.37978,0.4693
0.06,6.8455,7.6085,0.48175,1.1022e-15
0.061,6.9365,7.527,0.57757,-0.4693
0.062,7.0265,7.4382,0.66601,-0.92705
0.063,7.1154,7.342,0.74594,-1.362
0.064,7.2031,7.2386,0.81634,-1.7634
0.065,7.2897,7.1281,0.87631,-2.1213
0.066,7.3751,7.0105,0.92508,-2.4271
0.067,7.4594,6.8859,0.96203,-2.673
0.068,7.5425,6.7546,0.98669,-2.8532
0.069,7.6244,6.6166,0.99874,-2.9631
0.07,7.7051,6.4721,0.99803,-3
0.071,7.7846,6.3212,0.98456,-2.9631
0.072,7.8629,6.1641,0.95852,-2.8532
0.073,7.9399,6.0009,0.92023,-2.673
0.074,8.0157,5.8317,0.87018,-2.4271
0.075,8.0902,5.6569,0.80902,-2.1213
0.076,8.1634,5.4764,0.73751,-1.7634
0.077,8.2353,5.2905,0.65659,-1.362
0.078,8.306,5.0994,0.56727,-0.92705
0.079,8.3753,4.9033,0.4707,-0.4693
0.08,8.4433,4.7023,0.36812,-1.4696e-15
0.081,8.5099,4.4967,0.26084,0.4693
